epoch	acc	loss	val_acc	val_loss
0	0.34868421052631576	5.02564541364971	0.2136842105890575	11.617515062030993
1	0.4052631578947368	3.825223758597123	0.12000000006274174	14.132155978554174
2	0.4428947368421053	2.965177472265143	0.0821052631892656	14.559951212029707
3	0.46710526315789475	2.495493917967144	0.13473684213663403	13.849027481079101
4	0.4952631578319951	2.057420058501394	0.11578947374695225	10.120802441647179
5	0.5571052630324113	1.717098963386134	0.589473684524235	1.4657523115057693
6	0.5763157894736842	1.5449319907238608	0.30631578941094245	6.934963598753277
7	0.5681578947368421	1.7444732073733682	0.12947368433600978	8.83260565707558
8	0.5810526315789474	1.576546072206999	0.47999999974903307	1.6669020652770996
9	0.5907894737469522	1.5098137192977101	0.6221052629069278	1.127593338113082
10	0.6373684211153733	1.3309490660617227	0.6905263162914075	0.9304047438972874
11	0.6657894735587271	1.1642044835341605	0.6378947369675887	1.0617267569742705
12	0.6713157894736842	1.3979875308588932	0.1389473684524235	12.798321205942255
13	0.6055263156639902	1.577953267599407	0.5105263151620564	2.4980947805705824
14	0.6407894736842106	1.14196739836743	0.6778947367166218	0.8598535571600261
15	0.6715789474939046	0.9968021651318199	0.7273684215545654	0.9282016380209672
16	0.6899999998745165	0.9647129398898074	0.7621052626559609	0.7269109378362957
17	0.7178947369675888	0.8518933926130596	0.7894736840850428	0.5799688281511005
18	0.7189473684210527	0.8497506604696575	0.7789473682955692	0.6278105993647325
19	0.7310526315789474	0.8093022475117131	0.7989473681700857	0.6562288424843236
