epoch	acc	loss	val_acc	val_loss
0	0.08	14.726539627878289	0.0821052631892656	14.794714742961682
1	0.08473684207389229	14.752298648231909	0.0821052631892656	14.794714742961682
2	0.0884210526629498	14.69291626177336	0.0821052631892656	14.794714742961682
3	0.08342105264726438	14.773506640384072	0.0821052631892656	14.794714742961682
4	0.08842105263157894	14.692916203549034	0.0821052631892656	14.794714742961682
5	0.08789473684994797	14.701399413660953	0.0821052631892656	14.794714742961682
6	0.08473684211310588	14.752298646224173	0.0821052631892656	14.794714742961682
7	0.0873684210604743	14.70988264184249	0.0821052631892656	14.794714742961682
8	0.08184210527884332	14.798956260681152	0.0821052631892656	14.794714742961682
9	0.08526315790257956	14.743815466228284	0.0821052631892656	14.794714742961682
