epoch	acc	loss	val_acc	val_loss
0	0.27461988304790697	2.5096034931160554	0.45894736773089356	1.547055519505551
1	0.39157894734750714	1.9182261085510255	0.3347368421993758	3.688636851059763
2	0.45076023396692777	1.6486867669590732	0.5200000005646755	1.9186281364842466
3	0.5057309942008459	1.4685754653027183	0.5431578944858751	1.673734732427095
4	0.5532163741574649	1.3085658357854475	0.5789473677936353	1.2578848186292146
5	0.5955555554440147	1.2171693667752004	0.2694736843046389	4.565787522165399
6	0.6332163742550633	1.0785227874287389	0.3726315790728519	2.7538271452251233
7	0.6563742690616183	1.027419995648122	0.6294736840850429	1.1441088380311666
8	0.6615204677944295	0.9940504424613819	0.7494736832066586	0.8539839540029827
9	0.6994152045668217	0.9081563663761518	0.6526315783199511	1.2294127020082977
10	0.7125146198412131	0.8728178915364003	0.6778947374695226	1.185299180181403
11	0.7188304094822086	0.8372552278237037	0.8042105279470745	0.6287662056245302
12	0.7403508772766381	0.772286826908937	0.8021052617775767	0.6577586916873329
13	0.755789473739981	0.7305895994420637	0.8063157893482007	0.5881376750845658
14	0.7550877193261308	0.7422212375256053	0.7684210537609301	0.7849029746808504
15	0.7663157895991677	0.6929663119051191	0.7789473682955692	0.620830723611932
16	0.7864327484961838	0.6395159383405719	0.7936842091459977	0.6396488881111145
17	0.796257310067004	0.601439834303326	0.7452631568908692	0.8966908334430895
18	0.8142690058758384	0.5763401442243342	0.783157893356524	0.6672876672995718
19	0.8086549708857174	0.5560583618788691	0.8084210516277113	0.6856928078751815
