epoch	acc	loss	val_acc	val_loss
0	0.37315789479958383	3.9583060385051527	0.1200000001882252	14.183923783553274
1	0.42105263151620564	2.5055879607953524	0.1200000001882252	14.183923783553274
2	0.37605263157894736	3.2148172664642334	0.1200000001882252	14.183923783553274
3	0.41184210520041614	2.346838530490273	0.1200000001882252	14.183923783553274
4	0.405	2.298159905985782	0.1200000001882252	14.183923783553274
5	0.40184210538864135	1.9415917740370099	0.1200000001882252	14.183923783553274
6	0.4471052632833782	1.6728097642095465	0.1231578949250673	13.810561131929097
7	0.49710526303241126	1.4882815845389115	0.14736842124085678	13.263577890898052
8	0.5049999998745165	1.5790369588450381	0.15894736860927783	12.627482362044486
9	0.5210526316416891	1.3988965634295816	0.15894736860927783	13.246767539978027
10	0.5384210525060955	1.351631579399109	0.34000000025096694	8.404082509091026
11	0.5621052631578948	1.2919941706406444	0.22631578972465113	9.187104002300062
12	0.5581578948623256	1.2690691159900866	0.3284210529452876	4.236075786289416
13	0.5684210526943206	1.2434458996120252	0.5284210526315789	1.5312352253261365
14	0.5897368420425214	1.2122184540096081	0.5947368424817135	1.2411222659914116
15	0.5981578947368421	1.1838746547698975	0.12105263176717257	14.166981227272435
16	0.6123684210526316	1.149412280383863	0.12105263176717257	14.166966739453768
17	0.6049999998745166	1.163890841383683	0.15894736860927783	13.166409488477205
18	0.6168421053258997	1.1420125835820247	0.12105263176717257	14.166957359313965
19	0.6089473682955692	1.1088171627646999	0.12210526334611993	14.118419761657714
